episode,true_label,predicted_label,confidence,moves,pixels_seen
0,4,2,0.6766748428344727,50,37
1,1,1,0.16585826873779297,500,150
2,5,7,0.6196349263191223,100,40
3,4,4,0.3851211965084076,500,164
4,4,3,0.11635881662368774,500,103
5,1,8,0.32830196619033813,500,100
6,4,3,0.1168271005153656,500,143
7,1,5,0.3914833664894104,500,140
8,2,5,0.25779396295547485,500,61
9,0,7,0.703220784664154,294,106
10,2,2,0.46964898705482483,500,162
11,0,5,0.6338468194007874,260,95
12,6,4,0.46221867203712463,500,116
13,6,3,0.11635881662368774,500,93
14,1,3,0.5032278895378113,500,193
15,4,0,0.24832220375537872,500,122
16,3,3,0.1269650012254715,500,80
17,8,3,0.4695037305355072,500,170
18,1,3,0.11635881662368774,500,123
19,5,5,0.1944633573293686,500,81
20,5,5,0.7047589421272278,57,24
21,9,3,0.11635881662368774,500,119
22,5,4,0.548128068447113,500,171
23,1,3,0.11635881662368774,500,122
24,2,8,0.250806599855423,500,118
25,1,1,0.33368605375289917,500,116
26,5,3,0.11635881662368774,500,51
27,0,0,0.6157714128494263,398,149
28,9,7,0.37769925594329834,500,141
29,2,6,0.6092737317085266,47,27
30,9,7,0.17380620539188385,500,200
31,3,5,0.503427267074585,500,75
32,0,7,0.7056264877319336,33,23
33,4,4,0.3330172300338745,500,108
34,8,2,0.6542604565620422,44,29
35,5,3,0.11635881662368774,500,124
36,2,3,0.613881528377533,118,73
37,8,8,0.30493471026420593,500,149
38,3,3,0.24705450236797333,500,110
39,4,7,0.3021916151046753,500,146
40,2,2,0.5688685774803162,500,115
41,7,7,0.34622064232826233,500,105
42,1,3,0.15779362618923187,500,108
43,8,5,0.3123224079608917,500,142
44,2,2,0.32639867067337036,500,144
45,1,5,0.5623179078102112,500,115
46,1,4,0.48091644048690796,500,197
47,0,8,0.28057944774627686,500,108
48,2,1,0.4060235321521759,500,180
49,0,2,0.20683373510837555,500,206
50,1,3,0.11635881662368774,500,109
51,2,3,0.11635881662368774,500,111
52,0,5,0.1618497371673584,500,84
53,3,2,0.246335968375206,500,121
54,6,7,0.23789948225021362,500,114
55,5,5,0.6086517572402954,129,71
56,2,3,0.15907196700572968,500,89
57,2,2,0.1394439935684204,500,131
58,1,5,0.2744733393192291,500,169
59,7,7,0.666549801826477,97,47
60,0,5,0.237212136387825,500,127
61,7,3,0.4109651744365692,500,130
62,9,3,0.11635881662368774,500,65
63,6,5,0.6518939733505249,360,162
64,9,7,0.6684063076972961,139,54
65,7,7,0.677482545375824,164,71
66,3,3,0.2153501808643341,500,93
67,3,7,0.2382405549287796,500,96
68,9,9,0.4948127567768097,500,163
69,5,3,0.22792313992977142,500,109
70,9,9,0.45446860790252686,500,154
71,6,5,0.2138206660747528,500,89
72,4,1,0.44653189182281494,500,174
73,9,5,0.6229146122932434,142,80
74,5,2,0.2174694687128067,500,113
75,2,2,0.19023774564266205,500,111
76,2,3,0.1754499077796936,500,159
77,1,1,0.6496176719665527,36,30
78,4,7,0.1481972634792328,500,90
79,6,3,0.16766758263111115,500,128
80,2,2,0.7010573744773865,457,164
81,4,5,0.20867466926574707,500,120
82,5,5,0.743988037109375,82,61
83,5,3,0.42692866921424866,500,144
84,7,3,0.11635881662368774,500,72
85,8,3,0.11635881662368774,500,123
86,0,7,0.2149314284324646,500,95
87,7,3,0.11635881662368774,500,91
88,5,3,0.11635881662368774,500,119
89,3,4,0.6583513617515564,6,6
90,2,5,0.5656482577323914,500,69
91,7,3,0.11635881662368774,500,59
92,4,3,0.11635881662368774,500,122
93,6,5,0.18349851667881012,500,154
94,3,7,0.6103774905204773,85,50
95,1,3,0.11635881662368774,500,104
96,1,3,0.11635881662368774,500,100
97,4,3,0.11635881662368774,500,114
98,2,5,0.16446956992149353,500,90
99,9,3,0.11635881662368774,500,137
