episode,true_label,predicted_label,confidence,moves,pixels_seen
0,4,2,0.2457483410835266,2,3
1,1,3,0.24390846490859985,160,79
2,5,7,0.22070610523223877,1,2
3,4,5,0.1497938334941864,500,129
4,4,3,0.11635881662368774,500,100
5,1,8,0.27885884046554565,7,6
6,4,3,0.11635881662368774,500,142
7,1,9,0.21378524601459503,36,23
8,2,7,0.12463074177503586,500,72
9,0,7,0.21104508638381958,1,2
10,2,3,0.25188595056533813,16,13
11,0,0,0.22740183770656586,73,40
12,6,8,0.2345913052558899,32,14
13,6,7,0.2126106321811676,81,48
14,1,1,0.20240922272205353,106,33
15,4,3,0.20384737849235535,184,71
16,3,3,0.23032356798648834,20,14
17,8,3,0.139338880777359,500,186
18,1,3,0.11635881662368774,500,105
19,5,7,0.2923981845378876,215,75
20,5,3,0.21456602215766907,18,13
21,9,3,0.11635881662368774,500,113
22,5,5,0.2242729365825653,28,14
23,1,3,0.2538447082042694,135,54
24,2,3,0.20189207792282104,69,30
25,1,3,0.11635881662368774,500,92
26,5,3,0.11635881662368774,500,79
27,0,5,0.3338410556316376,18,12
28,9,7,0.20115990936756134,129,51
29,2,7,0.2478266805410385,6,7
30,9,3,0.11635881662368774,500,140
31,3,5,0.2372017353773117,11,7
32,0,4,0.28994911909103394,3,4
33,4,4,0.11851703375577927,500,129
34,8,1,0.27661919593811035,43,21
35,5,9,0.20513799786567688,444,109
36,2,1,0.3363932967185974,13,12
37,8,3,0.11635881662368774,500,85
38,3,7,0.2264959216117859,5,5
39,4,2,0.2238241285085678,5,6
40,2,5,0.14055870473384857,500,78
41,7,7,0.2059977501630783,111,42
42,1,3,0.11635881662368774,500,88
43,8,3,0.1173405721783638,500,77
44,2,1,0.16575483977794647,500,123
45,1,3,0.24374857544898987,9,7
46,1,7,0.1871461421251297,500,179
47,0,5,0.11979202181100845,500,138
48,2,3,0.20740921795368195,37,28
49,0,1,0.22273002564907074,59,39
50,1,3,0.11635881662368774,500,100
51,2,3,0.11635881662368774,500,45
52,0,7,0.2808696925640106,97,65
53,3,2,0.20537802577018738,27,14
54,6,7,0.20107755064964294,1,2
55,5,2,0.14810779690742493,500,115
56,2,7,0.2048531174659729,3,3
57,2,5,0.2845938801765442,57,25
58,1,5,0.22682639956474304,93,52
59,7,4,0.39467915892601013,115,52
60,0,5,0.23152770102024078,1,2
61,7,3,0.21394792199134827,75,44
62,9,3,0.11635881662368774,500,83
63,6,3,0.11635881662368774,500,117
64,9,5,0.23498493432998657,23,12
65,7,7,0.20869411528110504,192,70
66,3,3,0.2673325836658478,37,25
67,3,3,0.21962785720825195,1,2
68,9,3,0.11635881662368774,500,132
69,5,4,0.26812970638275146,27,12
70,9,5,0.2321022003889084,5,6
71,6,6,0.22548435628414154,98,34
72,4,1,0.25351518392562866,3,4
73,9,3,0.21382685005664825,99,41
74,5,2,0.21946564316749573,330,104
75,2,2,0.21665887534618378,204,52
76,2,3,0.11635881662368774,500,114
77,1,5,0.26181551814079285,13,9
78,4,3,0.11635881662368774,500,98
79,6,5,0.22737720608711243,285,117
80,2,2,0.22682924568653107,47,21
81,4,5,0.2673274278640747,3,3
82,5,2,0.21631182730197906,149,46
83,5,3,0.21858635544776917,2,3
84,7,3,0.11635881662368774,500,51
85,8,3,0.2115589827299118,325,65
86,0,2,0.21014800667762756,275,82
87,7,3,0.2897413671016693,20,11
88,5,5,0.2667790949344635,354,110
89,3,4,0.2169162631034851,1,2
90,2,5,0.2752271294593811,1,2
91,7,3,0.11635881662368774,500,115
92,4,7,0.22098378837108612,48,30
93,6,8,0.22557944059371948,41,32
94,3,7,0.21817557513713837,17,9
95,1,3,0.11635881662368774,500,129
96,1,5,0.20536167919635773,257,100
97,4,3,0.11635881662368774,500,70
98,2,1,0.2526879906654358,378,121
99,9,5,0.15462705492973328,500,113
